"","state","plant_name","cen_tract_id","region_meta","year","status","community_ownership","source","median_age","protesters_mean","letters_use","courts_use","legislation_use","is_anti_wind","longitude","latitude","gop_per","med_inc","white_perc","his_lat_perc","black_perc","pop_den","total_mw","n_turbs","turb_ht"
"125","NE","grande prairie wind farm",31089974000,"Midwest",2016,"Operating",0,"operational",48.2,NA,0,0,0,0,-98.428333,42.608056,0.8486486486,50000,0.9805471125,0.009118541033,0.001823708207,1.68280708,400,200,312
"126","KS","marshall wind farm",20117040701,"Midwest",2016,"Operating",0,"operational",47.5,NA,NA,NA,NA,0,-96.360833,39.701111,0.606557377,43414,0.9665203074,0.01591657519,0.003841931943,5.479550623,73.8,36,312
"127","ME","pisgah mountain wind",23019009000,"Northeast",2016,"Operating",1,"operational",44.8,NA,6,33,12,0,-68.523419,44.777337,0.5787401575,49503,0.962712954,0.009803921569,0.006107360977,68.49331019,9.1,5,312
"128","MN","pleasant valley wind farm",27099001200,"Midwest",2015,"Operating",0,"operational",43.3,6,0,3,2,1,-92.769722,43.805,0.7485380117,56938,0.9632653061,0.01530612245,0.00306122449,13.53204573,200,100,312
"129","MI","harvest 2",26063950600,"Midwest",2012,"Operating",0,"operational",41.6,NA,NA,NA,NA,0,-83.1669,43.8556,0.8103448276,43547,0.9593738353,0.02348117779,0.003727171077,25.11830417,59.4,33,311.7
"130","MI","michigan wind 2",26151970100,"Midwest",2011,"Operating",0,"operational",50.8,NA,0,1,0,0,-82.746944,43.663056,0.7692307692,41366,0.9646302251,0.02090032154,0.001607717042,26.03541022,90,50,311.7
"131","OH","paulding wind farm ii",39125960300,"Midwest",2011,"Operating",0,"operational",40.3,NA,NA,NA,NA,0,-84.779166,41.025278,0.7833333333,49844,0.9395591372,0.03910879355,0.006873666746,31.28805695,99,55,311.7
"132","IN","headwaters wind farm llc",18135952100,"Midwest",2014,"Operating",0,"operational",42.2,NA,0,0,0,0,-85.013333,40.066667,0.7667934094,45822,0.9632815084,0.02315580549,0.002977174992,26.74542525,200,100,311
"133","IL","hoopeston wind llc",17183010100,"Midwest",2015,"Operating",0,"operational",42.4,NA,0,0,0,0,-87.799167,40.399722,0.8022284123,41431,0.9316394434,0.04113732607,0.007864488808,17.09886593,98,49,311
"134","MI","lake winds energy park",26105950800,"Midwest",2012,"Operating",0,"operational",47.7,7,1,37,12,1,-86.334722,43.871944,0.6415711948,53079,0.9352256186,0.04439592431,0.001819505095,48.680132,100.8,56,311
"135","NY","marble river wind farm",36019100400,"Northeast",2012,"Operating",0,"operational",39.4,NA,0,1,1,0,-73.929722,44.975833,0.548951049,44556,0.6846028734,0.07752778531,0.2145567905,31.70387033,215,70,308
"136","MI","big turtle wind farm, llc",26063950200,"Midwest",2014,"Operating",1,"operational",49.1,NA,0,0,4,1,-82.7825,43.850833,0.7628458498,40833,0.9570853822,0.02905677246,0.001341081806,16.50443902,20,10,305
"137","NY","jericho rise wind farm llc",36033950100,"Northeast",2016,"Operating",0,"operational",39.4,NA,2,3,0,1,-74.103333,44.888889,0.5564516129,41968,0.9425376012,0.01542614732,0.02468183571,40.83462183,77.7,37,305
"138","OH","paulding wind farm iii",39125960300,"Midwest",2016,"Operating",0,"operational",40.3,NA,NA,NA,NA,0,-84.751,41.121,0.7253333333,49844,0.9395591372,0.03910879355,0.006873666746,31.28805695,100.8,48,305
"139","KS","waverly wind farm llc",20031966200,"Midwest",2016,"Operating",0,"operational",42.9,NA,NA,NA,NA,0,-95.814166,38.256944,0.7107438017,51000,0.9606379369,0.01696640652,0.004750593824,10.28288381,199,95,305
"140","TX","green pastures wind i",48023950300,"South",2015,"Operating",0,"operational",47,NA,NA,NA,NA,0,-99.411169,33.628222,0.8837209302,33459,0.844605475,0.1221148685,0.01905528717,4.295192272,150,50,302
"141","TX","green pastures wind ii",48275950100,"South",2015,"Operating",0,"operational",42.8,NA,NA,NA,NA,0,-99.532944,33.645964,0.8703703704,33798,0.6767567568,0.2551351351,0.04972972973,2.730991413,150,50,302
"142","MO","osborn wind energy",29063080200,"Midwest",2016,"Operating",0,"operational",43.3,NA,0,7,3,1,-94.473482,39.747699,0.7693452381,45425,0.9762024048,0.01102204409,0.002004008016,18.81228961,200.9,97,301
"143","OK","bluestem",40007951700,"South",2016,"Operating",0,"operational",47.1,NA,2,0,15,0,-100.587557,36.552151,0.8700114025,49926,0.9110776187,0.05048982668,0.0007535795026,1.268282038,198,60,300.2
"144","MA","ipswich wind turbine",25009223100,"Northeast",2011,"Operating",1,"operational",50.1,NA,NA,NA,NA,0,-70.841944,42.716389,0.3331890956,72074,0.9523195876,0.01469072165,0.006443298969,224.1820756,1.6,1,300
"145","NM","milo wind project llc",35041000402,"West",2016,"Operating",0,"operational",36.3,NA,0,0,0,0,-103.34675,33.901781,0.836,43219,0.6753387534,0.3029810298,0.00460704607,2.541017389,50,25,300
"146","MI","beebe renewable energy llc",26057000900,"Midwest",2012,"Operating",0,"operational",41.7,NA,NA,NA,NA,0,-84.499722,43.256944,0.662004662,47756,0.9504479283,0.03163493841,0.004479283315,25.72154122,81.6,34,298.6
"147","HI","kaheawa pastures wind farm",15009032000,"West",2006,"Operating",0,"operational",49.3,NA,0,0,0,0,-156.551,20.81421,0.3286189684,85000,0.6820925553,0.07947686117,0.01006036217,23.06940448,30,20,298
"148","KS","cimarron wind energy llc",20069962600,"Midwest",2012,"Operating",0,"operational",34.5,NA,NA,NA,NA,0,-100.280277,37.873889,0.8723404255,48750,0.7974223397,0.1830799736,0.003965631196,10.3129942,165.6,72,297
"149","ID","high mesa",16083001500,"West",2012,"Operating",0,"operational",39.2,NA,NA,NA,NA,0,-115.036667,42.88,0.7475,53468,0.8310861423,0.1513108614,0.0003745318352,1.800853891,40,19,295.3
"150","ID","meadow creek project company",16019970100,"West",2012,"Operating",0,"operational",40.6,NA,NA,NA,NA,0,-111.803921,43.524429,0.8044444444,71058,0.9541463415,0.02887804878,0.001365853659,3.591296297,119.7,57,295.3
"151","PA","patton wind farm",42021012400,"Northeast",2012,"Operating",0,"operational",45.5,NA,NA,NA,NA,0,-78.696078,40.63067,0.6310160428,43060,0.9902708388,0.004996055745,0.002103602419,104.6220641,30,15,295.3
"152","PA","ringer hill wind farm, llc",42111021700,"Northeast",2016,"Operating",0,"operational",40,NA,0,0,0,0,-79.188056,39.744722,0.8008356546,37650,0.9902291105,0.00539083558,0.001010781671,51.657182,39.9,14,295.3
"153","NM","wildcat wind",35025001100,"West",2012,"Operating",0,"operational",36.7,NA,0,2,15,0,-103.285278,32.952778,0.7605177994,51721,0.5703313583,0.4064077244,0.004827737547,1.869459223,27.3,13,295.3
"154","MA","future generation wind",25023530901,"Northeast",2016,"Operating",1,"operational",37,6,0,25,8,1,-70.615833,41.774444,0.4828877005,79388,0.9314361191,0.01861191162,0.01356868396,672.1911041,8,4,295
"155","OK","origin wind",40099790700,"South",2014,"Operating",0,"operational",41.2,NA,0,0,0,0,-97.269722,34.446111,0.7435158501,40775,0.7839262187,0.02559759081,0.02164502165,25.43139202,150,75,295
"156","TX","suzlon project viii llc",48205950200,"South",2011,"Operating",1,"operational",39,NA,NA,NA,NA,0,-102.28,35.75,0.8666666667,66583,0.6781590234,0.238865061,0.06862421643,4.146281231,2.1,1,295
"157","MI","heritage garden wind farm i llc",26041970100,"Midwest",2012,"Operating",1,"operational",54.3,NA,0,3,0,1,-86.533889,45.795556,0.5574712644,36991,0.9074187615,0.01042305334,0.0006131207848,5.137491003,28,14,288
"158","TX","cameron wind 1 llc",48061010100,"South",2015,"Operating",0,"operational",35.7,NA,0,0,0,0,-97.466111,26.195278,0.3515151515,32178,0.1640393505,0.8271897594,0.001422306507,59.79267695,165,55,287
"159","IA","leonardo wind 1 llc",19083480400,"Midwest",2016,"Operating",0,"operational",43.2,NA,NA,NA,NA,0,-93.367778,42.498056,0.6390532544,47442,0.9678423237,0.02005532503,0.001728907331,14.70677922,3,1,287
"160","IA","michelangelo wind 4 llc",19015020500,"Midwest",2016,"Operating",0,"operational",42.4,NA,NA,NA,NA,0,-93.700556,41.978,0.5095447871,56086,0.9724770642,0.01194794111,0.003413697461,41.95243681,3,1,287
"161","CA","north sky river energy llc",6029006004,"West",2012,"Operating",0,"operational",51.7,NA,0,16,2,1,-118.186389,35.347778,0.7865168539,42409,0.7713928795,0.1555277951,0.004996876952,3.143266979,162,100,286
"162","OK","frontier windpower",40071001302,"South",2016,"Operating",0,"operational",41.8,NA,NA,NA,NA,0,-97.181015,36.838884,0.8271604938,36280,0.8549717759,0.04884932696,0.002605297438,18.48363473,200,61,285.4
"163","OH","harpster wind",39175938500,"Midwest",2016,"Operating",1,"operational",41.9,NA,NA,NA,NA,0,-83.22865,40.718292,0.7464788732,46218,0.9742448331,0.009856915739,0.002861685215,34.77116539,1.5,1,283
"164","TX","javelina wind energy, llc",48479001813,"South",2015,"Operating",0,"operational",29.6,NA,NA,NA,NA,0,-99,27.32,0.3701923077,30982,0.03283898305,0.9597457627,0.001059322034,1.860989518,249.7,126,282
"165","IL","brown county wind turbine",17009970400,"Midwest",2011,"Operating",1,"operational",45.3,NA,NA,NA,NA,0,-90.699166,39.973333,0.7269230769,41141,0.9831158864,0.005372217959,0.001534919417,8.704424469,1.5,1,281
"166","KS","kingman wind",20151968600,"Midwest",2016,"Operating",0,"operational",42.1,NA,0,0,0,0,-98.579264,37.586714,0.7905282332,57026,0.9371243643,0.03883495146,0.004623208507,3.056716944,206,120,280
"167","TX","cirrus wind 1 llc",48305950600,"South",2012,"Operating",0,"operational",39.9,NA,NA,NA,NA,0,-101.6875,33.033056,0.8823529412,32500,0.4839192221,0.4876589379,0.007479431563,3.190135544,61.2,17,279
"168","NC","desert wind farm, llc",37143920100,"South",2016,"Operating",0,"operational",44.2,NA,NA,NA,NA,0,-76.42,36.31,0.6768292683,49427,0.7277104918,0.0151758354,0.2381438786,44.39970814,208,104,279
"169","TX","horse hollow wind energy center",48441013500,"South",2005,"Operating",0,"operational",43.2,26,0,18,0,1,-100.05712,32.214024,0.803030303,61467,0.9006740955,0.0733250791,0.006740954739,15.95422817,735.5,421,279
"170","OR","horseshoe bend wind llc",41021960100,"West",2012,"Operating",0,"operational",49.7,NA,0,0,0,0,-120.008249,45.58555,0.6806930693,42148,0.9219668626,0.04703367183,0.001603420631,1.55294389,290,116,279
"171","NH","jericho power",33007950800,"Northeast",2016,"Operating",0,"operational",45,NA,0,4,3,1,-71.225,44.466944,0.4443885254,32821,0.9650377433,0.01350814462,0.003972983711,56.09040211,14.3,5,279
"172","IA","nlmu wind",19087970500,"Midwest",2011,"Operating",0,"operational",40.6,NA,NA,NA,NA,0,-91.394444,40.955,0.6057076296,42923,0.9686135371,0.008733624454,0.009825327511,35.56850815,1.5,1,279
"173","OR","north hurlburt wind llc",41021960100,"West",2012,"Operating",0,"operational",49.7,NA,NA,NA,NA,0,-120.083466,45.731611,0.6806930693,42148,0.9219668626,0.04703367183,0.001603420631,1.55294389,265,106,279
"174","ME","saddleback ridge wind farm",23007970602,"Northeast",2014,"Operating",0,"operational",47.1,NA,0,5,3,1,-70.381111,44.593333,0.4894366197,41923,0.9678272367,0.01410312913,0.001322168356,7.521569735,34.2,12,279
"175","OR","south hurlburt wind llc",41021960100,"West",2012,"Operating",0,"operational",49.7,NA,NA,NA,NA,0,-120.079987,45.706262,0.6806930693,42148,0.9219668626,0.04703367183,0.001603420631,1.55294389,290,116,279
"176","WI","waxdale",55101001702,"Midwest",2012,"Operating",0,"operational",36.1,NA,0,0,0,0,-87.885278,42.709444,0.4835886214,51319,0.7466825704,0.05993737886,0.1611748919,1122.719788,3,2,279
"177","IA","story city wind project",19169010600,"Midwest",2010,"Operating",1,"operational",42,NA,NA,NA,NA,0,-93.599444,42.208056,0.5921568627,52991,0.9624240192,0.02412967397,0.001841959845,90.49751775,1.5,1,278.9
"178","IA","traer wind project",19171290100,"Midwest",2010,"Operating",1,"operational",43.7,NA,NA,NA,NA,0,-92.4425,42.161389,0.6175,52798,0.9706553635,0.01402021519,0.003586566678,16.31707371,1.5,1,278.9
"179","RI","wed coventry 1",44003020701,"Northeast",2016,"Operating",1,"operational",42.2,NA,NA,NA,NA,0,-71.7075,41.675833,0.544973545,81458,0.9640625,0.01197916667,0.005729166667,87.46631147,1.5,1,278.8
"180","RI","wed coventry 2",44003020701,"Northeast",2016,"Operating",1,"operational",42.2,NA,NA,NA,NA,0,-71.705833,41.6725,0.544973545,81458,0.9640625,0.01197916667,0.005729166667,87.46631147,4.5,3,278.8
"181","RI","wed coventry 3",44003020701,"Northeast",2016,"Operating",1,"operational",42.2,NA,NA,NA,NA,0,-71.720833,41.695556,0.544973545,81458,0.9640625,0.01197916667,0.005729166667,87.46631147,1.5,1,278.8
"182","RI","wed coventry 4",44003020701,"Northeast",2016,"Operating",1,"operational",42.2,NA,NA,NA,NA,0,-71.728333,41.686389,0.544973545,81458,0.9640625,0.01197916667,0.005729166667,87.46631147,1.5,1,278.8
"183","RI","wed coventry 6",44003020701,"Northeast",2016,"Operating",1,"operational",42.2,NA,NA,NA,NA,0,-71.708333,41.669722,0.544973545,81458,0.9640625,0.01197916667,0.005729166667,87.46631147,4.5,3,278.8
"184","RI","wed nk green",44009050301,"Northeast",2012,"Operating",0,"operational",43.9,NA,NA,NA,NA,0,-71.486667,41.581667,0.3624432105,76286,0.9508966695,0.01750640478,0.002134927412,728.0642057,1.5,1,278.8
"185","RI","wed portsmouth one, llc",44005040102,"Northeast",2016,"Operating",1,"operational",45.8,NA,NA,NA,NA,0,-71.249262,41.612027,0.4128045867,92285,0.9491755907,0.01308856026,0.007649158593,995.633312,1.5,1,278.8
"186","CA","brookfield tehachapi 1",6029006500,"West",2012,"Operating",0,"operational",38.5,NA,0,0,0,0,-118.241389,35.008333,0.8888888889,34339,0.3435559006,0.5904503106,0.0164984472,6.566770924,102,34,278
"187","IA","buffalo center wind llc",19131560100,"Midwest",2011,"Operating",0,"operational",41.5,NA,NA,NA,NA,0,-92.759444,43.385833,0.615942029,45582,0.9851764008,0.006225911651,0.0017788319,13.68398507,1.5,1,278
"188","OH","le wind turbine 1",39035152502,"Midwest",2011,"Operating",0,"operational",37.9,NA,NA,NA,NA,0,-81.525555,41.584444,0.1468646865,35815,0.4311284047,0.01750972763,0.5171206226,1875.711827,2.5,1,278
"189","ME","bingham wind",23025965302,"Northeast",2016,"Operating",0,"operational",52.2,NA,0,12,0,1,-69.761944,45.103333,0.5760456274,33194,0.9782135076,0.00290486565,0.001452432825,0.4864285019,186,56,277
"190","ME","oakfield wind project",23003952600,"Northeast",2015,"Operating",0,"operational",46.1,NA,0,7,1,1,-68.147222,46.058056,0.6657963446,36284,0.9611893584,0.005946791862,0.00406885759,16.46688675,148,48,277
"191","OK","arbuckle mountain wind farm llc",40099790700,"South",2015,"Operating",0,"operational",41.2,NA,0,0,0,0,-97.136944,34.386944,0.7435158501,40775,0.7839262187,0.02559759081,0.02164502165,25.43139202,100,50,276
"192","CA","rising tree wind farm",6029006007,"West",2015,"Operating",0,"operational",45.5,NA,0,3,0,0,-118.218333,35.0775,0.7489769107,64467,0.7732919255,0.1609426379,0.01169163318,8.042514586,79.2,24,276
"193","CA","rising tree wind farm ii",6029006007,"West",2015,"Operating",0,"operational",45.5,NA,0,1,0,0,-118.206389,35.088889,0.7489769107,64467,0.7732919255,0.1609426379,0.01169163318,8.042514586,19.8,6,276
"194","CA","rising tree wind farm iii",6029006007,"West",2015,"Operating",0,"operational",45.5,NA,NA,NA,NA,0,-118.243333,35.060556,0.8888888889,64467,0.7732919255,0.1609426379,0.01169163318,8.042514586,99,30,276
"195","ME","passadumkeag windpark llc",23009965100,"Northeast",2016,"Operating",0,"operational",45.6,4,0,10,17,1,-68.21,45.07,0.7638888889,44615,0.9707218576,0.01009591116,0.001514386673,2.640890472,42.9,13,275.6
"196","VT","kingdom community wind",50019951700,"Northeast",2012,"Operating",0,"operational",42.2,106,1,23,18,1,-72.425278,44.748333,0.5773672055,42076,0.9546431129,0.01456194796,0.005251850084,24.11179697,65,21,275
"197","OK","canadian hills wind",40017300202,"South",2012,"Operating",0,"operational",39.1,NA,0,5,2,1,-98.024722,35.629722,0.7237569061,54915,0.7746053853,0.09215413185,0.01439182916,24.41435368,298.5,135,273
"198","TX","hidalgo wind farm llc",48215024201,"South",2016,"Operating",0,"operational",23.3,NA,NA,NA,NA,0,-98.411111,26.465556,0.8,21052,0.01058201058,0.9884559885,6.87e-05,109.0618955,150,75,273
"199","WY","campbell hill windpower",56009956600,"West",2009,"Operating",0,"operational",43.9,NA,0,0,0,0,-105.999,43.01455,0.8293413174,58036,0.9292423294,0.05103318723,0.002504696306,0.7634224395,99,66,272
"200","KS","cimarron windpower ii",20069962600,"Midwest",2012,"Operating",0,"operational",34.5,NA,NA,NA,NA,0,-100.372,37.90133,0.8723404255,48750,0.7974223397,0.1830799736,0.003965631196,10.3129942,131,57,272
"201","WY","happy jack windpower project",56021001902,"West",2008,"Operating",0,"operational",45.7,NA,0,0,0,0,-104.997778,41.139722,0.6728205128,72126,0.9143950263,0.05164992826,0.004543280727,4.201385198,29.4,14,272
"202","KS","ironwood wind",20057961600,"Midwest",2012,"Operating",0,"operational",42.2,NA,0,0,0,0,-99.7754,37.81828,0.9222797927,52318,0.8935500787,0.09491347666,0.001573151547,4.391967774,167.9,73,272
"203","CO","kit carson windpower",8063962100,"West",2010,"Operating",0,"operational",38.4,NA,NA,NA,NA,0,-102.3533,39.3383,0.8317073171,41725,0.6909058424,0.2481686618,0.03805610148,7.591205521,51,34,272
"204","PA","laurel hill wind",42081010100,"Northeast",2012,"Operating",0,"operational",45.3,NA,0,13,22,1,-77.0296,41.5323,0.8009950249,36106,0.9811885421,0.005130397606,0.001710132535,8.932543798,69,30,272
"205","TX","los vientos v wind power",48427950402,"South",2015,"Operating",0,"operational",25.7,NA,NA,NA,NA,0,-98.571554,26.411689,0.1752433936,26110,0.01390498262,0.9855156431,0,33.76714119,110,55,272
"206","TX","los vientos wind 1a",48489950600,"South",2012,"Operating",0,"operational",34.8,NA,NA,NA,NA,0,-97.5857,26.33072,0.2877094972,14962,0.07921568627,0.9141176471,0.002745098039,46.24226746,200,87,272
"207","TX","los vientos wind 1b",48489950600,"South",2012,"Operating",0,"operational",34.8,NA,NA,NA,NA,0,-97.6668,26.34892,0.2877094972,14962,0.07921568627,0.9141176471,0.002745098039,46.24226746,201.6,84,272
"208","TX","los vientos windpower iii",48427950108,"South",2015,"Operating",0,"operational",26.7,NA,NA,NA,NA,0,-98.806111,26.388611,0.2098765432,39475,0.04897090135,0.9492547906,0,20.6324507,200,100,272
"209","TX","los vientos windpower iv",48427950500,"South",2016,"Operating",0,"operational",32.4,NA,NA,NA,NA,0,-98.818333,26.380556,0.2098765432,21336,0.02278738555,0.9684638861,0.0004069175992,2704.838813,200,100,272
"210","PA","north allegheny windpower project",42013011001,"Northeast",2009,"Operating",0,"operational",43.2,NA,0,0,2,0,-78.5436,40.4381,0.8493408663,49830,0.9738107964,0.00454302512,0.005077498664,77.25191807,70,35,272
"211","TX","notrees windpower",48495950400,"South",2009,"Operating",0,"operational",37.3,NA,0,0,0,0,-102.828333,31.995,0.7864271457,40139,0.6193820225,0.360252809,0.007724719101,1.704878004,152.5,96,272
"212","TX","ocotillo windpower",48227950900,"South",2008,"Operating",0,"operational",45.6,NA,NA,NA,NA,0,-101.3853,32.1217,0.8842105263,73254,0.8409281521,0.1333519709,0.003354766564,11.19777329,58.8,28,272
"213","WI","shirley wind",55009020702,"Midwest",2010,"Operating",0,"operational",34.8,40,3,7,35,1,-87.9278,44.3481,0.6649746193,71250,0.9422161795,0.012746431,0.01138681169,128.5028608,20,8,272
"214","WY","silver sage windpower",56021001902,"West",2009,"Operating",0,"operational",45.7,NA,0,1,0,0,-105.024,41.12968,0.6728205128,72126,0.9143950263,0.05164992826,0.004543280727,4.201385198,42,20,272
"215","WY","top of the world windpower project",56009956600,"West",2010,"Operating",0,"operational",43.9,NA,1,4,0,1,-105.7872,42.9258,0.8293413174,58036,0.9292423294,0.05103318723,0.002504696306,0.7634224395,200,110,272
"216","MN","st. olaf wind turbine",27131070602,"Midwest",2006,"Operating",1,"operational",21.3,NA,NA,NA,NA,0,-93.192778,44.462222,0.4360068259,44107,0.8928718583,0.03481664607,0.01421508035,820.896665,1.6,1,270
"217","TX","sunray wind i",48341950200,"South",2009,"Operating",1,"operational",29.7,NA,NA,NA,NA,0,-101.9005,35.9454,0.8366412214,51596,0.3213910958,0.5344026383,0.01229201019,10.29670177,49.5,33,270
